ESPECIFICACOES TECNICAS,,,,,,,,,,,,,,METROLOGIA,,,,,,,,,,,"prontidao
Status",,PATRIMONIO / INVENTARIO,,,,,,,PROCESSO LICITATORIO,,,,,,,OBTENCAO / FINANCEIRO,,,,,,,,"Gerenciamento e transporte do equipamento
OFICINA > ET > TRANSPORTADORA > LABORATORIO",,,,,,,,,,,,,,,,,
"equipamento_classe
ELE – eletrico
MEC – mecanico",equipamento_tipo,equipamento_fabricante,equipamento_modelo,equipamento_serial,equipamento_codigo_interno,equipamento_altura,equipamento_largura,equipamento_equipamento_comprimento,equipamento_tensao,equipamento_potencia,equipamento_necessidade,equipamento_,,faixa de medicao,unidade da medicao,TOLERANCIA,"ERRO MAX TOLERAVEL
ESPEC. PELO USUARIO/PROCEDIMENTO",ERRO MENSURADO CERT. CAL. VIGENTE,VARIANCIA,ANALISE Ia,obsvacao,,,,"prontidao
Status",prioridade,CICLO CALIBRAÇÃO (MESES),"
 DIVISÃO",INCUMBENCIA,CADBEM,INCUMBENCIA_RESPONSAVEL,"PS - Pedido de servico 
",,RESP_PROCESSO,PROCESSO_NUP,CONTRATO / ATA N,VALOR_MAX_TR,DATA_HOMOLOGACAO,DATA_ASS_ATA,VALOR_SERVICO_ATA,SOLEMP,SOLEMP_DATA,NOTA DE EMPENHO,DATA_EMPENHO_RECEBIDO_EXEC,NF,DATA_NF,DATA_CERTIFICACAO_NF,"executor
Laboratorio",,Data de ENTRADA na Oficina  Eletronica,saida para Cali.  Da Oficina  Eletronica,LOTE / REMESSA,RETORNO CAL,ENTREGUE  A OFICINA,,ULTIMA CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,localizacao,COMENTÁRIOS,,"CUSTO ESTIMADO
BASE HIST + AI",ORÇAMENTO,PAGAMENTO,LOCAL CALIBRAÇÃO
MEC,TRANSDUTOR DE PRESSÃO,,Transducer Mensor Corporation 1500 PSI 17777001,,,,,,,,,,,1500,PSI,,,,,,,,,,,,12,MK-46,,,,,,,,,,,,,,,,,,,,,,05/09/24,31/10/24,,25/11/24,,,45608,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,,"338,69",,,EMPRESA MV
ELE ,AMPLIFICADOR TRANSCONDUTÂNCIA,FLUKE,5220A,,,,,,,,,,,,,,,,,,,,,,,,32,MK-48,,,,,,,,,,,,,,,,,,,,,,05/10/23,09/10/23,,21/12/23,,,45254,#VALOR!,DESCALIBRADO,certificado nº 2142130/2023,CMASM,,,"776,23",,,CMS
ELE ,AMPLIFICADOR TRANSCONDUTÂNCIA,FLUKE,5220A,,,,,,,,,,,,,,,,,,,,,,,,32,MK-48,,,,,,,,,,,,,,,,,,,,,,08/05/23,,,25/07/23,,,45455,#VALOR!,DESCALIBRADO,certificado nº 2142048/2023,CMASM,,,"373,86",,,CMS
ELE ,CALIBRADOR TENSÃO,CALIBRATORS INC,DVL 8500,,,,,,,,,,,+- 19.999 VDC x 1mV,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,28/06/23,28/06/23,,25/07/23,,,45127,#VALOR!,DESCALIBRADO,certificado nº 2142067/2023,CMASM,,,"373,86",,,CMS
ELE ,CONTADOR,KEYSIGHT,5335A,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44788,#VALOR!,DESCALIBRADO,EM CALIBRAÇÃO,CMS,,,"747,66",,,CMS
ELE ,CONTADOR,KEYSIGHT,5335A,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,05/10/23,09/10/23,,21/12/23,,,45257,#VALOR!,DESCALIBRADO,certificado nº 2142131/2023,CMASM,,,"747,66",,,CMS
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44068,#VALOR!,DESCALIBRADO,,CMASM,,,0,,,EMPRESA MV
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,0,,,EMPRESA MV
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,0,,,EMPRESA MV
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,0,,,EMPRESA MV
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,0,,,EMPRESA MV
ELE ,GROUND STRAP TESTER,,Ground Strap Tester 253A,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,0,,,EMPRESA MV
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,MSMI,MSMI LOTE 01,,"776,23",,,EMPRESA MV
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,MSMI,MSMI LOTE 01,,"776,23",,,EMPRESA MV
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44707,#VALOR!,DESCALIBRADO,,CMASM,não calibrar em 2024,,"776,23",,,EMPRESA MV
ELE ,IGNITER CIRCUIT TEST ,,Mod. 101-5BFAA,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44981,#VALOR!,DESCALIBRADO,,CMASM,não calibrar em 2024,,"776,23",,,EMPRESA MV
ELE ,MEGÔHMETRO,MINIPA,MI-2551,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,05/10/22,09/10/23,,23/10/23,,,45217,#VALOR!,DESCALIBRADO,certificado nº 2142105/2023 ,CMASM,,,"373,86",,,CMS
ELE ,MEGÔHMETRO,TEGAM,R1M-A,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,28/06/23,28/06/23,,11/08/23,,,45127,#VALOR!,DESCALIBRADO,certificado nº 2142069/2023,CMASM,,,"373,83",,,CMS
ELE ,MULTÍMETRO,FLUKE,83-V,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,26/07/23,02/08/23,,09/10/23,,,44790,#VALOR!,DESCALIBRADO,certificado nº 2142100/2023 ,CMASM,,,"1164,35",,,CMS
ELE ,MULTÍMETRO,FLUKE,83-V,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,26/07/23,02/08/23,,09/10/23,,,45204,#VALOR!,DESCALIBRADO,certificado nº 2142100/2023 ,CMASM,,,"776,23",,,CMS
ELE ,MULTÍMETRO,FLUKE,77,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44633,#VALOR!,DESCALIBRADO,,CMASM,,,"560,75",,,CMS
ELE ,MULTÍMETRO,FLUKE,85-III,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,28/06/23,28/06/23,,25/07/23,,,45121,#VALOR!,DESCALIBRADO,certificado nº 2142104/2023 ,CMASM,,,"560,75",,,CMS
ELE ,MULTÍMETRO,FLUKE,85-III,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,28/06/23,28/06/23,,25/07/23,,,45124,#VALOR!,DESCALIBRADO,certificado nº 2142064/2023,CMASM,,,"1164,35",,,CMS
ELE ,MULTÍMETRO,FLUKE,85-III,,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,05/10/23,09/10/23,,23/10/23,,,45217,#VALOR!,DESCALIBRADO,certificado nº 2142104/2023 ,CMASM,,,"1164,35",,,CMS
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,,,,,,,,,,,,,,,,,,,,,,20,MK-48,,,,,,,,,,,,,,,,,,,,,,26/07/23,02/08/23,,21/12/23,,,45251,#VALOR!,DESCALIBRADO,certificado nº 2142127/2023,CMASM,,,"776,23",,,CMS
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,,,,,,,,,,,,,,,,,,,,,,20,MK-48,,,,,,,,,,,,,,,,,,,,,,26/07/23,02/08/23,,16/11/23,,,45239,#VALOR!,DESCALIBRADO,certificado nº 2142114/2023 ,CMASM,,,"776,23",,,CMS
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,,,,,,,,,,,,,,,,,,,,,,20,MK-48,,,,,,,,,,,,,,,,,,,,,,28/06/23,28/06/23,,25/07/23,,,45126,#VALOR!,DESCALIBRADO,certificado nº 2142106/2023 ,CMASM,,,"776,23",,,CMS
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,,,,,,,,,,,,,,,,,,,,,,20,MK-48,,,,,,,,,,,,,,,,,,,,,,26/07/23,18/09/23,,23/10/23,,,45218,#VALOR!,DESCALIBRADO,certificado nº 2142106/2023 ,CMASM,,,"776,23",,,CMS
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,,,,,,,,,,,,,,,,,,,,,,20,MK-48,,,,,,,,,,,,,,,,,,,,,,27/09/23,28/09/23,,21/12/23,,,45267,#VALOR!,DESCALIBRADO,certificado nº 2142133/2023 ,CMASM,,,"776,23",,,CMS
ELE ,TERMÔMETRO DIGITAL,OMEGA,HH11B,,,,,,,,,,,750,°C,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,20/08/24,18/09/24,,16/10/24,,,45568,#VALOR!,DESCALIBRADO,CMASM-IDM-T48-06203/10/24,CMASM,,,"84,33",,,EMPRESA LMC
MEC,BALANÇA DIGITAL,,BALANÇA DIGITAL (0 - 1200g),,,,,,,,,,,"1,2",Kg ,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,70,,,EMPRESA MV
MEC,BALANÇA DIGITAL,,"SCALE, DIGITAL READOUT 5000 LB",,,,,,,,,,,2268,Kg,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31194/24 ,CMASM,MQT LOTE 01,,,,,EMPRESA MQT
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,,,,,,,,,,,57,L/m,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,25/10/24,31/10/24,,25/11/24,,,45617,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,,"84,33",,,EMPRESA MV
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,,,,,,,,,,,57,L/m,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,43880,#VALOR!,DESCALIBRADO,calibrar em 2025,CMASM,vrf calibração,,"84,33",,,EMPRESA MV
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,,,,,,,,,,,57,L/m,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,43067,#VALOR!,DESCALIBRADO,calibrar em 2025,CMASM,vrf calibração,,"84,33",,,EMPRESA MV
MEC,DINAMÔMETRO ,CHATILLON,COX AN10,,,,,,,,,,,57,L/m,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,25/10/24,31/10/24,,25/11/24,,,45617,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 02,,"84,33",,,EMPRESA MV
MEC,DINAMÔMETRO ,,"SCALE, PUSH/PULL TENSION  500 g",,,,,,,,,,,"0,5",Kg ,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31202/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,DINAMÔMETRO DIGITAL,,"SCALE, DIGITAL READOUT 5000 LB",,,,,,,,,,,2268,Kg ,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44431,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,"84,33",,,EMPRESA MQT
MEC,DINAMÔMETRO DIGITAL,,"SCALE, DIGITAL READOUT 2500 LB",,,,,,,,,,,1134,Kg ,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31191/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,BALANÇA DE PESO MORTO,AMETEK ,HYDRAULIC DEADWEIGHT TESTER DM-T-100/C,,,,,,,,,,,15000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,43026,#VALOR!,DESCALIBRADO,,CMASM,,,"84,33",,,"EMPRESA
DESERTO EM 2024"
MEC,BALANÇA DE PESO MORTO,AMETEK ,HYDRAULIC DEADWEIGHT TESTER DM-T-100/C,,,,,,,,,,,15000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,42829,#VALOR!,DESCALIBRADO,,CMASM,,,"84,33",,,"EMPRESA
DESERTO EM 2024"
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (0-30 PSI)",,,,,,,,,,,30,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44866,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, PRESSURE (0-200 PSI) ECP REQ",,,,,,,,,,,200 ,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,24/10/23,25/10/23,,05/02/24,,,45246,#VALOR!,DESCALIBRADO,P-006376 ,CMASM,MQT LOTE 02 ???,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (IN.Hg VAC 30-0-60 PSI)",,,,,,,,,,,60,,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44909,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (0-30 PSI)",,,,,,,,,,,30,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45565,#VALOR!,DESCALIBRADO,MQT31145/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI ,,,,,,,,,,,2000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44868,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI ,,,,,,,,,,,2000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45565,#VALOR!,DESCALIBRADO,MQT31145/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI,,,,,,,,,,,2000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/10/23,25/10/23,,05/02/24,,,45314,#VALOR!,DESCALIBRADO,P-006423,CMASM,NAO CALIBRAR EM 2024,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI,,,,,,,,,,,2000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/10/23,25/10/23,,05/02/24,,,45314,#VALOR!,DESCALIBRADO,P-006422,CMASM,NAO CALIBRAR EM 2024,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 1500 PSI,,,,,,,,,,,1500,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31148/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,,,,,,,,,,,100,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44866,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,,,,,,,,,,,100,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,43789,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,,,,,,,,,,,100,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31149/24 ,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 100 PSI,,,,,,,,,,,100,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31151/24 ,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 30 PSI,,,,,,,,,,,30,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/1024,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31152/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 160 PSI,,,,,,,,,,,160,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,43614,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 2000 PSI,,,,,,,,,,,,,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44868,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE ASSEMBLY (0-3000 PSIG) ,,,,,,,,,,,3000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44895,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE ASSEMBLY (0-3000 PSIG) ,,,,,,,,,,,3000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31205/24 ,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (30-0-30 PSI)",,,,,,,,,,,30,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44866,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE  300 PSI ,,,,,,,,,,,300,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44873,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, (30-0-30 PSI)",,,,,,,,,,,30,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31174/24,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,"GAUGE, ABSOLUTE PRESSURE (0-20 PSIG)",,,,,,,,,,,20,PSI,,,,,,,,,,,,13,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44215,#VALOR!,DESCALIBRADO,,BACS,"
MK48 ESTÁ VRF",,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 160 PSI,,,,,,,,,,,160,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44873,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,MANÔMETRO ANALÓGICO,,GAUGE 160 PSI,,,,,,,,,,,160,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,44873,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,90,,,EMPRESA MQT
MEC,"MANÔMETRO ANALÓGICO
 BACS",,GAUGE ASSEMBLY (0-4500 FT. SEAWATER),,,,,,,,,,,2000,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,05/12/24,,,,,,43789,#VALOR!,DESCALIBRADO,,CMASM,MQT LOTE 02,,"338,69",,,EMPRESA MQT
MEC,MANÔMETRO DIGITAL,,DIGITAL TEST GAUGE  25 PSI,,,,,,,,,,,25 ,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45568,#VALOR!,DESCALIBRADO,277455/24,CMASM,LCM LOTE 01,,"338,69",,,EMPRESA LMC
MEC,MANÔMETRO DIGITAL,,"DIGITAL TEST GAUGE 1,500  PSIg",,,,,,,,,,,1500,PSI,,,,,,,,,,,,6,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45568,#VALOR!,DESCALIBRADO,CMASM-IDM-T48-28503/10/24,CMASM,LCM LOTE 01,,"338,69",,,EMPRESA LMC
MEC,MANOVACUÔMETRO ANALÓGICO,,"GAUGE, (30-0-30 PSI)",,,,,,,,,,,30,PSI,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31170/24 ,CMASM,MQT LOTE 01,,90,,,EMPRESA MQT
MEC,"MEDIDOR DE FLUXO /
VALVULA DE ALIVIO ",,"MEDIDOR DE FLUXO / VALVULA DE ALIVIO 
0279-02",,,,,,,,,,,,,,,,,,,,,,,,22,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,,CMASM,,,0,,,EMPRESA MV
MEC,"MEDIDOR DE FLUXO /
VALVULA DE ALIVIO ",,MEDIDOR DE FLUXO 0279-02,,,,,,,,,,,,,,,,,,,,,,,,22,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,42908,#VALOR!,DESCALIBRADO,,CMASM,CALIBRADO PELA USN,,0,,,EMPRESA MV
MEC,"MEDIDOR DE FLUXO /
VALVULA DE ALIVIO ",,MEDIDOR DE FLUXO 0279-02,,,,,,,,,,,,,,,,,,,,,,,,22,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,42263,#VALOR!,DESCALIBRADO,,CMASM,CALIBRADO PELA USN,,0,,,EMPRESA MV
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DEPTH MICROMETER  0-6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31019/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",,,,,,,,,,,"0,0025",POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31112/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31019/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DEPTH MICROMETER  0-6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31030/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",,,,,,,,,,,"0,0025",POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,,CMASM,NAO CALIBRAR EM 2024,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",,,,,,,,,,,"0,0025",POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31117/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",,,,,,,,,,,"0,0025",POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,,CMASM,NAO CALIBRAR EM 2024,,"84,33",,,EMPRESA MQT
